Angiosperm.yml,-47.69230769,46.32478632,5
Angiosperm.yml,-41.02564103,40.0,5
Angiosperm.yml,-45.81196581,27.09401709,5
Angiosperm.yml,-46.06837607,19.91452991,5
Angiosperm.yml,-36.92307692,-45.47008547,5
Angiosperm.yml,-35.64102564,5.555555556,5
Angiosperm.yml,-35.64102564,18.71794872,5
Angiosperm.yml,-30.17094017,23.76068376,5
Angiosperm.yml,-10.51282051,48.46153846,5
Angiosperm.yml,-15.38461538,43.24786325,5
Angiosperm.yml,-14.35897436,37.69230769,5
Angiosperm.yml,-21.79487179,32.05128205,5
Angiosperm.yml,-9.487179487,25.8974359,5
Angiosperm.yml,-15.38461538,23.24786325,5
Angiosperm.yml,-16.06837607,10.25641026,5
Angiosperm.yml,-24.52991453,-3.162393162,5
Angiosperm.yml,5.213675214,44.1025641,5
Angiosperm.yml,9.230769231,44.27350427,5
Angiosperm.yml,30.51282051,46.66666667,5
Angiosperm.yml,37.26495726,47.94871795,5
Angiosperm.yml,39.74358974,39.74358974,5
Angiosperm.yml,24.7008547,36.83760684,5
Angiosperm.yml,23.41880342,33.58974359,5
Angiosperm.yml,12.05128205,32.22222222,5
Angiosperm.yml,4.444444444,26.32478632,5
Angiosperm.yml,0.769230769,25.04273504,5
Angiosperm.yml,5.726495726,23.84615385,5
Angiosperm.yml,-15.12820513,-44.18803419,5
Angiosperm.yml,-11.1965812,-43.84615385,5
Angiosperm.yml,-6.41025641,-45.12820513,5
Angiosperm.yml,34.61538462,21.45299145,5
Angiosperm.yml,40.5982906,-23.16239316,5
Angiosperm.yml,40.5982906,-47.00854701,5
Angiosperm.yml,36.15384615,-44.95726496,5
Angiosperm.yml,21.11111111,-37.69230769,5
Angiosperm.yml,20.51282051,-32.30769231,5
Angiosperm.yml,23.16239316,-28.71794872,5
Angiosperm.yml,2.905982906,-38.97435897,5
Angiosperm.yml,1.111111111,-26.15384615,5
Angiosperm.yml,14.1025641,-15.8974359,5
Angiosperm.yml,-6.923076923,-18.97435897,5
Angiosperm.yml,-1.709401709,-4.871794872,5
Angiosperm.yml,4.700854701,5.897435897,5
Angiosperm.yml,4.444444444,13.24786325,5
Angiosperm.yml,11.02564103,18.71794872,5
Angiosperm.yml,14.35897436,21.53846154,5
Angiosperm.yml,20.51282051,24.78632479,5
Angiosperm.yml,26.41025641,26.32478632,5
Gymnosperm.yml,-46.2,40.6,0
Gymnosperm.yml,-40,45.4,0
Gymnosperm.yml,-36.6,44.8,0
Gymnosperm.yml,-43.2,27.9,0
Gymnosperm.yml,-40.2,30.3,0
Gymnosperm.yml,-38.5,31.3,0
Gymnosperm.yml,-45.1,-4.8,0
Gymnosperm.yml,-41.4,-29.3,0
Gymnosperm.yml,-28.0,-12.0,0
Gymnosperm.yml,-21.6,-1.5,0
Gymnosperm.yml,-24.6,31.5,0
Gymnosperm.yml,-18.9,27.1,0
Gymnosperm.yml,-21.3,-44.1,0
Gymnosperm.yml,-19.2,-39.8,0
Gymnosperm.yml,-8.4,-49.5,0
Gymnosperm.yml,-8.7,-48.5,0
Gymnosperm.yml,-5.7,-41.3,0
Gymnosperm.yml,-5.1,-27.9,0
Gymnosperm.yml,-11.4,-8.6,0
Gymnosperm.yml,-5.5,-4.5,0
Gymnosperm.yml,-7.9,16.2,0
Gymnosperm.yml,3.0,16.8,0
Gymnosperm.yml,20.1,-44.3,0
Gymnosperm.yml,31.7,-46.7,0
Gymnosperm.yml,35.7,-43.1,0
Gymnosperm.yml,41.9,-39.8,0
Gymnosperm.yml,47.4,-36.8,0
Gymnosperm.yml,36.9,-30.3,0
Gymnosperm.yml,30.9,-26.6,0
Gymnosperm.yml,17.9,-27.6,0
Gymnosperm.yml,47.9,-19.8,0
Gymnosperm.yml,17.4,-12.5,0
Gymnosperm.yml,21.5,-9.8,0
Gymnosperm.yml,37.4,-6,0
Gymnosperm.yml,41.7,-3.2,0
Gymnosperm.yml,44.3,-2.3,0
Gymnosperm.yml,13.7,-2.1,0
Gymnosperm.yml,21.0,0.4,0
Gymnosperm.yml,12.0,12.3,0
Gymnosperm.yml,24.8,18.1,0
Gymnosperm.yml,35.4,33.4,0
Gymnosperm.yml,41.9,39.1,0
Gymnosperm.yml,36.6,43.6,0
Gymnosperm.yml,18.6,42.1,0
Gymnosperm.yml,13.9,35.4,0
Gymnosperm.yml,10.8,36.4,0